record_id,job_record_id,source_id,source_name,skill,evidence,collected_at
tencent_careers:1896859078659973120:skill:3,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,Go,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:4,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,JavaScript,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:5,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,React,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:6,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,Docker,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:7,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,Microservices,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:8,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,DevOps,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:9,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,LLM,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:10,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,RAG,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:11,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,Product,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:12,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,Design,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:1896859078659973120:skill:13,tencent_careers:1896859078659973120,tencent_careers,Tencent Careers,Prompt Engineering,智能体-全栈开发工程师-CodeBuddy/WorkBuddy 1.负责腾讯云CodeBuddy/WorkBuddy在垂直子领域的全链路研发工作，涵盖需求分析、架构设计、前后端开发及模型集成； 2.主导技术方案规划与评审，精心输出高质量设计文档，全力协调前后端及算法团队达成技术方案落地实施； 3.积极推动研发流程标准化，合理制定迭代计划并精准把控交付节奏，保证功能按时且高质量交付； 4.构建代码质量监控体系，主导性能优化与体验提升工作，有效提高产品内建质量与生成效果； 5.深度参与 AI 模型工程化落地，巧妙设计模型服务接口与数据交互方案，大力优化推理效率与资源消耗。 1.计算机相关专业本科及以上学历，拥有 3 年以上全栈开发经验，并主导过复杂系统全生命周期研发； 2.精通至少两种技术栈组合，如 TypeScript+Node.js+Python/Java+React+Go，具备跨平台开发经验者优先； 3.熟悉分布式系统设计，熟练掌握微服务、容器化、CI/CD 等工程实践，有高并发场景优化经验； 4.具备出色的技术方案规划能力，能够输出符合 Clean Architecture/Dom,2026-07-20T14:33:38+08:00
tencent_careers:2034098628230021120:skill:1,tencent_careers:2034098628230021120,tencent_careers,Tencent Careers,Security,"金铲铲之战-高级游戏运营 1.负责高清版本的产品运营工作，主动探索和提升高清版的产品品质及用户体验； 2.与多团队协作，制定上线发行计划，跟踪项目进度，主动识别和预警项目风险（如技术、资源、时间风险），并推动解决方案落地； 3.协作产品研发、安全、运维、数据等团队确保产品质量稳定及运营无风险； 4.分析游戏数据，挖掘玩家需求，优化游戏体验，推动游戏内容迭代和玩法创新。 1.熟悉英雄联盟IP，热爱自走棋品类，对品类玩法、用户及商业化模式有充分的认知和理解； 2.本科及以上学历,3年以上游戏行业经验，有知名PC游戏产品运营相关经验者优先； 3.对数据敏感，熟练运营各类数据分析工具； 4.积极主动，自驱力强，良好的沟通及团队合作意识，抗压能力强； 5.对主流产品的核心玩法、社交系统、活动系统有一定的研究心得，熟悉用户心理、行为习惯及社交传播；能够独立设计和跟进开发验收活动、产品能力。",2026-07-20T14:33:38+08:00
tencent_careers:2034098628230021120:skill:2,tencent_careers:2034098628230021120,tencent_careers,Tencent Careers,Product,"金铲铲之战-高级游戏运营 1.负责高清版本的产品运营工作，主动探索和提升高清版的产品品质及用户体验； 2.与多团队协作，制定上线发行计划，跟踪项目进度，主动识别和预警项目风险（如技术、资源、时间风险），并推动解决方案落地； 3.协作产品研发、安全、运维、数据等团队确保产品质量稳定及运营无风险； 4.分析游戏数据，挖掘玩家需求，优化游戏体验，推动游戏内容迭代和玩法创新。 1.熟悉英雄联盟IP，热爱自走棋品类，对品类玩法、用户及商业化模式有充分的认知和理解； 2.本科及以上学历,3年以上游戏行业经验，有知名PC游戏产品运营相关经验者优先； 3.对数据敏感，熟练运营各类数据分析工具； 4.积极主动，自驱力强，良好的沟通及团队合作意识，抗压能力强； 5.对主流产品的核心玩法、社交系统、活动系统有一定的研究心得，熟悉用户心理、行为习惯及社交传播；能够独立设计和跟进开发验收活动、产品能力。",2026-07-20T14:33:38+08:00
tencent_careers:2034098628230021120:skill:3,tencent_careers:2034098628230021120,tencent_careers,Tencent Careers,Marketing,"金铲铲之战-高级游戏运营 1.负责高清版本的产品运营工作，主动探索和提升高清版的产品品质及用户体验； 2.与多团队协作，制定上线发行计划，跟踪项目进度，主动识别和预警项目风险（如技术、资源、时间风险），并推动解决方案落地； 3.协作产品研发、安全、运维、数据等团队确保产品质量稳定及运营无风险； 4.分析游戏数据，挖掘玩家需求，优化游戏体验，推动游戏内容迭代和玩法创新。 1.熟悉英雄联盟IP，热爱自走棋品类，对品类玩法、用户及商业化模式有充分的认知和理解； 2.本科及以上学历,3年以上游戏行业经验，有知名PC游戏产品运营相关经验者优先； 3.对数据敏感，熟练运营各类数据分析工具； 4.积极主动，自驱力强，良好的沟通及团队合作意识，抗压能力强； 5.对主流产品的核心玩法、社交系统、活动系统有一定的研究心得，熟悉用户心理、行为习惯及社交传播；能够独立设计和跟进开发验收活动、产品能力。",2026-07-20T14:33:38+08:00
tencent_careers:2034098628230021120:skill:4,tencent_careers:2034098628230021120,tencent_careers,Tencent Careers,Design,"金铲铲之战-高级游戏运营 1.负责高清版本的产品运营工作，主动探索和提升高清版的产品品质及用户体验； 2.与多团队协作，制定上线发行计划，跟踪项目进度，主动识别和预警项目风险（如技术、资源、时间风险），并推动解决方案落地； 3.协作产品研发、安全、运维、数据等团队确保产品质量稳定及运营无风险； 4.分析游戏数据，挖掘玩家需求，优化游戏体验，推动游戏内容迭代和玩法创新。 1.熟悉英雄联盟IP，热爱自走棋品类，对品类玩法、用户及商业化模式有充分的认知和理解； 2.本科及以上学历,3年以上游戏行业经验，有知名PC游戏产品运营相关经验者优先； 3.对数据敏感，熟练运营各类数据分析工具； 4.积极主动，自驱力强，良好的沟通及团队合作意识，抗压能力强； 5.对主流产品的核心玩法、社交系统、活动系统有一定的研究心得，熟悉用户心理、行为习惯及社交传播；能够独立设计和跟进开发验收活动、产品能力。",2026-07-20T14:33:38+08:00
tencent_careers:2068901005898203136:skill:1,tencent_careers:2068901005898203136,tencent_careers,Tencent Careers,Product,腾讯视频-衍生品产品企划经理 1.基于周边市场趋势，用户需求洞察，充分了解并挖掘IP潜力，制定重点IP的衍生品产品规划，明确产品线布局与商业目标，持续打造有竞争力的商品； 2.统筹商品开发全流程，推动商品企划、设计协同、产品设计、打样、监修、生产及销售，保证产品按期上线； 3.协同供应商，优化供应商、供应链效率，建立长期稳定的合作关系； 4.推进与协同部门制定新品推广、销售策略，推动销售目标达成； 5.监控商品动销与用户反馈，分析商品表现，迭代商品开发策略。 1.本科及以上学历，3-5年ACGN衍生品或文创产品行业经验，熟悉衍生品设计制作流程； 2.具备产品创意能力，熟悉衍生品生产制作工艺、材质、工序等； 3.了解国漫、二次元作品及衍生品市场动态，有成功主导的衍生品项目案例优先； 4.具有良好的团队协作能力，较强的执行力，结果导向，抗压能力强。,2026-07-20T14:33:38+08:00
